"UNIT";"AGE";"SEX";"GEO";"FREQ";"obsTime";"obsValue";"OBS_FLAG";"OBS_STATUS"
"HR";"Y_GE15";"T";"ITH3";"A";"2013";37,2;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2012";37,4;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2011";37,6;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2010";37,8;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2009";37,9;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2008";38,2;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2007";38,7;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2006";38,7;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2005";38,8;"b";NA
"HR";"Y_GE15";"T";"ITH3";"A";"2004";39,3;"b";NA
"HR";"Y_GE15";"T";"ITH3";"A";"2003";39,1;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2002";39,3;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2001";38,9;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"2000";39,3;NA;NA
"HR";"Y_GE15";"T";"ITH3";"A";"1999";39,6;NA;NA
